epoch,train_loss,train_ce_loss,train_consistency_loss,train_auxiliary_preservation_loss,train_auxiliary_residual_consistency_loss,train_auxiliary_gate_supervision_loss,train_representation_contrastive_loss,train_representation_bilaterality_loss,validation_auxiliary_preservation_loss,validation_auxiliary_consistency_loss,validation_auxiliary_gate_target_mean,validation_auxiliary_gate_nontarget_mean,validation_auxiliary_gate_supervision_loss,validation_representation_alignment_loss,validation_representation_class_margin,validation_representation_bilaterality_balanced_accuracy,validation_car_balanced_accuracy,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,learning_rate
1.0,2.13218937697234,1.4188732952541776,0.0,0.0,0.0,0.0,5.679811895158556,0.726674432931123,0.0,0.0,,,0.0,0.013705066373992873,-5.6794432078145986e-05,0.492962962962963,0.2511504424778761,0.25553885533236564,0.0008536672103218734,0.22666666666666666,6.450892358088527e-06
2.0,2.116194392663461,1.4084912962383693,0.0,0.0,0.0,0.0,5.669730593363444,0.7036501472084611,0.0,0.0,,,0.0,0.010118232424685254,-4.645041629528242e-05,0.5011111111111111,0.25,0.2507451108926035,0.000605952984187752,0.04111111111111111,1.6722788633201854e-05
3.0,2.120817162902267,1.4139628122470997,0.0,0.0,0.0,0.0,5.661793378194173,0.7033749666920415,0.0,0.0,,,0.0,0.007517372244572072,-4.374401816022592e-05,0.5055555555555555,0.25222222222222224,0.25296296296296295,0.00047689408529549837,0.05,3.3002647113295634e-05
4.0,2.125648910027963,1.418943326914752,0.0,0.0,0.0,0.0,5.658147136546948,0.7044542905136391,0.0,0.0,,,0.0,0.006508520606181346,-5.21385053246474e-05,0.5219753086419754,0.25669642857142855,0.255706569664903,0.0006661672960035503,0.04,5.880448399262659e-05
5.0,2.038365324868096,1.333095380641796,0.0,0.0,0.0,0.0,5.64247386791088,0.7051127205954658,0.0,0.0,,,0.0,0.008789444517578135,0.00028719904563765574,0.5,0.40359785433347384,0.3722497063804217,0.02361253648996353,0.41555555555555557,9.969763961567034e-05
6.0,1.968241529641328,1.2687692319022286,0.0,0.0,0.0,0.0,5.619652104554353,0.6875353772551925,0.0,0.0,,,0.0,0.008175775887932005,0.0017361575513074583,0.6341975308641975,0.5353247910521141,0.47188525717563323,0.03057403489947319,0.6377777777777778,9.969763961567034e-05
7.0,1.8351940623036138,1.148730111475344,0.0,0.0,0.0,0.0,5.584958332203053,0.6398404927606935,0.0,0.0,,,0.0,0.011636772439677761,0.004960365983957493,0.6518518518518519,0.5920896983424638,0.5047028540603393,0.04130450263619423,0.6011111111111112,9.969763961567034e-05
8.0,1.7676953216835305,1.0916773162064728,0.0,0.0,0.0,0.0,5.563163325698287,0.5985082776458175,0.0,0.0,,,0.0,0.015357078476822468,0.008383860853175452,0.6919753086419753,0.611083368450625,0.5420447872282312,0.06463278084993362,0.6688888888888889,9.969763961567034e-05
9.0,1.7137911823060779,1.043299380938212,0.0,0.0,0.0,0.0,5.550026291741265,0.5774458128434641,0.0,0.0,,,0.0,0.015179858383264308,0.008961523487296681,0.6804938271604939,0.6334876299339796,0.5458023813425732,0.058991577476263046,0.6355555555555555,9.969763961567034e-05
10.0,1.670185491597211,1.0052213297949897,0.0,0.0,0.0,0.0,5.535222767723932,0.5572093739774492,0.0,0.0,,,0.0,0.017135780688128686,0.010819443965652301,0.6879012345679012,0.635508147211687,0.5502528103588208,0.07588966190814972,0.6455555555555555,9.969763961567034e-05
11.0,1.6413229189978706,0.9797812618149652,0.0,0.0,0.0,0.0,5.52195229989511,0.5467320885923174,0.0,0.0,,,0.0,0.019775157125999518,0.013950574725842284,0.6875308641975308,0.626589101348504,0.5456298871564359,0.0927334725856781,0.6177777777777778,9.969763961567034e-05
12.0,1.6005277990411828,0.9439441605850503,0.0,0.0,0.0,0.0,5.50671389191239,0.5295611774038386,0.0,0.0,,,0.0,0.0170621853016128,0.012561728778738564,0.6967901234567901,0.6421849100997331,0.5616365633437904,0.08342105895280838,0.6433333333333333,9.969763961567034e-05
13.0,1.5485698426211323,0.897830051669368,0.0,0.0,0.0,0.0,5.492023273044162,0.5076872554531804,0.0,0.0,,,0.0,0.019058517219441126,0.013775317560298886,0.6461728395061729,0.6132521684927659,0.5243991138736714,0.09417667239904404,0.6144444444444445,9.969763961567034e-05
14.0,1.524832813474867,0.8770477958078737,0.0,0.0,0.0,0.0,5.4831087218390575,0.49737066595642654,0.0,0.0,,,0.0,0.021054351760756002,0.014840447116536221,0.6940740740740741,0.6146383357915437,0.5445778657661032,0.0989137664437294,0.6077777777777778,9.969763961567034e-05
