epoch,train_loss,train_ce_loss,train_consistency_loss,train_auxiliary_preservation_loss,train_auxiliary_residual_consistency_loss,train_auxiliary_gate_supervision_loss,train_representation_contrastive_loss,train_representation_bilaterality_loss,validation_auxiliary_preservation_loss,validation_auxiliary_consistency_loss,validation_auxiliary_gate_target_mean,validation_auxiliary_gate_nontarget_mean,validation_auxiliary_gate_supervision_loss,validation_representation_alignment_loss,validation_representation_class_margin,validation_representation_bilaterality_balanced_accuracy,validation_car_balanced_accuracy,validation_balanced_accuracy,validation_consistency_loss,validation_prediction_disagreement,learning_rate
1.0,1.4298184613828306,1.4298184613828306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.01677812921444144,-4.4881383569784156e-05,0.5,0.24593921196797305,0.2465947152377831,0.0011504426365718246,0.7544444444444445,6.450892358088527e-06
2.0,1.4080522705007483,1.4080522705007483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.015634611725528692,-4.141860415910889e-05,0.5,0.25342261904761904,0.26303130511463846,0.0009199149208143353,0.6988888888888889,1.6722788633201854e-05
3.0,1.4078386820687188,1.4078386820687188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.014537542117943484,-3.238166844065465e-05,0.5,0.25,0.2503687315634218,0.0010657283710315824,0.0022222222222222222,3.3002647113295634e-05
4.0,1.3907579381377608,1.3907579381377608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.02185722710854948,-2.6657817301846503e-05,0.49987654320987657,0.39237239254108724,0.36568293865399326,0.01978769339621067,0.78,5.880448399262659e-05
5.0,1.314614481749358,1.314614481749358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.024057166426775155,0.00047526523940335147,0.5008641975308642,0.49637550042140755,0.40942153528897623,0.03831170126795769,0.7011111111111111,9.969763961567034e-05
6.0,1.2190172070044059,1.2190172070044059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.028127191911802213,0.0031941006925540016,0.504320987654321,0.5611418387413962,0.4791651985687752,0.048847902566194534,0.7211111111111111,9.969763961567034e-05
7.0,1.1557878473069934,1.1557878473069934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.025889310260728805,0.004698830731722057,0.5091358024691358,0.5208410591375193,0.45600178903091876,0.0560959130525589,0.6322222222222222,9.969763961567034e-05
8.0,1.102493466447901,1.102493466447901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.02514210175512529,0.0061037812664584,0.5128395061728395,0.612267743011659,0.513903516216385,0.06255154311656952,0.66,9.969763961567034e-05
9.0,1.0579828509577998,1.0579828509577998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.02840912282002131,0.00785434549424929,0.5071604938271606,0.6001103999859532,0.5205287298465764,0.07745666056871414,0.6422222222222222,9.969763961567034e-05
10.0,1.0183225123087565,1.0183225123087565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.029209339749482328,0.008460291115924966,0.5137037037037037,0.6211084334176149,0.5452774509918684,0.07870903611183167,0.6522222222222223,9.969763961567034e-05
11.0,0.9917999138655486,0.9917999138655486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.026755565764996457,0.007943854320222873,0.5069135802469136,0.6290238709790701,0.547506238196688,0.07137554883956909,0.6833333333333333,9.969763961567034e-05
12.0,0.9649638559200145,0.9649638559200145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.03444879239990913,0.011336962696184413,0.4939506172839506,0.6076900723416211,0.5291226871361459,0.09303339570760727,0.6255555555555555,9.969763961567034e-05
13.0,0.9349426191824454,0.9349426191824454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.03702281742285354,0.011556528831637741,0.5107407407407407,0.6142481826801517,0.5305333487459225,0.09768124669790268,0.64,9.969763961567034e-05
14.0,0.9216902116492942,0.9216902116492942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.041521813183178276,0.013742649022178633,0.5065432098765432,0.642189782623964,0.568667103681853,0.10825996100902557,0.6688888888888889,9.969763961567034e-05
15.0,0.8898818342774003,0.8898818342774003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.03849186490219472,0.011664154256027282,0.48641975308641977,0.6377001246663857,0.5681116700613382,0.09717749059200287,0.66,9.969763961567034e-05
16.0,0.8688890986972385,0.8688890986972385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.04796342159010772,0.015535742537526183,0.5214814814814814,0.6412067618345273,0.5738894010160603,0.1109275221824646,0.6633333333333333,9.969763961567034e-05
17.0,0.8430691225440414,0.8430691225440414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.04784983037932046,0.014616954052940636,0.5009876543209877,0.6365301042983564,0.5690825851399229,0.11515733599662781,0.6533333333333333,9.969763961567034e-05
18.0,0.8331878572923166,0.8331878572923166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.05166493976496294,0.016823922827464078,0.5065432098765432,0.6543822429414243,0.57453089151098,0.11734165251255035,0.6744444444444444,9.969763961567034e-05
19.0,0.8046302057195592,0.8046302057195592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.05607542819417363,0.01837249912409845,0.5083950617283951,0.6212606668773704,0.5583507797989731,0.12845206260681152,0.6855555555555556,9.969763961567034e-05
20.0,0.7912729120254517,0.7912729120254517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.06594730182100436,0.019476935482315137,0.5093827160493827,0.6231857968113499,0.5572801364892072,0.134919673204422,0.6422222222222222,9.969763961567034e-05
